  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Charges,Net Sale,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","-","Panaji Navtara",2025-05-13,"NON AC",1008.00,224,65184.56,4120.90,0.00,61063.66,3053.34,64117.00,-0.00,64117.00,
"-","-","-","Panaji Navtara",2025-05-13,"TAKE AWAY",100.00,38,6257.50,1351.70,0.00,4905.80,245.31,5151.11,-0.11,5151.00,
"-","-","-","Panaji Navtara",2025-05-13,"ZOMATO",238.00,60,19491.00,4571.30,600.00,14919.70,40.62,15560.32,-0.32,15560.00,
"-","-","-","Panaji Navtara",2025-05-13,"AC",494.00,77,45674.57,2677.54,0.00,42997.03,2150.07,45147.10,-0.10,45147.00,
"-","-","-","Panaji Navtara",2025-05-14,"ZOMATO",180.00,55,15512.00,3740.20,550.00,11771.80,36.20,12358.00,0.00,12358.00,
"-","-","-","Panaji Navtara",2025-05-14,"SWIGGY",286.00,91,22043.00,5004.52,910.00,17038.48,73.12,18021.60,0.40,18022.00,
"-","-","-","Panaji Navtara",2025-05-14,"NON AC",917.00,205,54818.37,4608.26,0.00,50210.11,2510.77,52720.88,0.12,52721.00,
"-","-","-","Panaji Navtara",2025-05-14,"TAKE AWAY",62.00,25,5695.80,1132.78,0.00,4563.02,228.14,4791.16,-0.16,4791.00,
"-","-","-","Panaji Navtara",2025-05-14,"AC",416.00,56,40686.17,2914.34,0.00,37771.83,1888.73,39660.56,0.44,39661.00,
"-","-","-","Panaji Navtara",2025-05-15,"TAKE AWAY",214.00,26,9834.96,2864.25,0.00,6970.71,348.54,7319.25,-0.25,7319.00,
"-","-","-","Panaji Navtara",2025-05-15,"SWIGGY",387.00,128,34411.00,7955.36,1280.00,26455.64,85.29,27820.93,0.07,27821.00,
"-","-","-","Panaji Navtara",2025-05-15,"NON AC",861.00,207,54742.55,4352.63,0.00,50389.92,2519.73,52909.65,0.35,52910.00,
"-","-","-","Panaji Navtara",2025-05-15,"ZOMATO",185.00,63,18033.00,4328.50,630.00,13704.50,36.79,14371.29,-0.29,14371.00,
"-","-","-","Panaji Navtara",2025-05-15,"AC",540.00,76,46034.50,2168.58,0.00,43865.92,2193.45,46059.37,-0.37,46059.00,
"-","-","-","Panaji Navtara",2025-05-16,"NON AC",951.00,201,62643.53,2451.66,0.00,60191.87,3009.74,63201.61,0.39,63202.00,
"-","-","-","Panaji Navtara",2025-05-16,"TAKE AWAY",72.00,34,5114.90,413.71,0.00,4701.19,235.10,4936.29,-0.29,4936.00,
