  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Charges,Net Sale,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","-","Panaji Navtara",2023-04-01,"SWIGGY",514.00,172,42272.09,9474.97,0.00,32797.12,0.00,32797.12,-0.12,32797.00,
"-","-","-","Panaji Navtara",2023-04-01,"NON AC",1260.00,258,71179.46,1019.05,0.00,70160.41,3508.79,73669.20,-0.20,73669.00,
"-","-","-","Panaji Navtara",2023-04-01,"TAKE AWAY",126.00,40,8314.50,0.00,0.00,8314.50,415.79,8730.29,-0.29,8730.00,
"-","-","-","Panaji Navtara",2023-04-01,"ZOMATO",187.00,73,16352.45,3996.56,0.00,12355.89,0.00,12355.89,0.11,12356.00,
"-","-","-","Panaji Navtara",2023-04-01,"AC",461.00,61,39867.46,0.00,0.00,39867.46,1993.52,41860.98,0.02,41861.00,
"-","-","-","Panaji Navtara",2023-04-02,"SWIGGY",634.00,217,50986.81,11847.01,0.00,39139.80,0.00,39139.80,0.20,39140.00,
"-","-","-","Panaji Navtara",2023-04-02,"ZOMATO",194.00,74,17590.67,4244.88,0.00,13345.79,0.00,13345.79,0.21,13346.00,
"-","-","-","Panaji Navtara",2023-04-02,"NON AC",1158.00,203,68859.72,0.00,0.00,68859.72,3443.46,72303.18,-0.18,72303.00,
"-","-","-","Panaji Navtara",2023-04-02,"TAKE AWAY",89.00,32,5838.31,0.00,0.00,5838.31,291.98,6130.29,-0.29,6130.00,
"-","-","-","Panaji Navtara",2023-04-02,"AC",468.00,51,40000.80,0.00,0.00,40000.80,2000.17,42000.97,0.03,42001.00,
"-","-","-","Panaji Navtara",2023-04-02,"NON FOOD",4.00,1,160.00,0.00,0.00,160.00,0.00,160.00,0.00,160.00,
"-","-","-","Panaji Navtara",2023-04-03,"NON AC",1352.00,292,74970.49,1180.97,0.00,73789.52,3690.42,77479.94,0.06,77480.00,
"-","-","-","Panaji Navtara",2023-04-03,"ZOMATO",141.00,65,14289.56,3754.57,0.00,10534.99,0.00,10534.99,0.01,10535.00,
"-","-","-","Panaji Navtara",2023-04-03,"SWIGGY",576.00,220,46743.50,11425.02,0.00,35318.48,0.00,35318.48,-0.48,35318.00,
"-","-","-","Panaji Navtara",2023-04-03,"AC",512.00,77,40358.29,38.10,0.00,40320.19,2016.28,42336.47,-0.47,42336.00,
"-","-","-","Panaji Navtara",2023-04-03,"TAKE AWAY",95.00,38,6828.77,0.00,0.00,6828.77,341.48,7170.25,-0.25,7170.00,
"-","-","-","Panaji Navtara",2023-04-04,"SWIGGY",479.00,193,43646.22,10176.75,0.00,33469.48,0.00,33469.48,-0.48,33469.00,
"-","-","-","Panaji Navtara",2023-04-04,"ZOMATO",195.00,79,18203.74,4363.69,0.00,13840.05,0.00,13840.05,-0.05,13840.00,
"-","-","-","Panaji Navtara",2023-04-04,"NON AC",1312.00,291,72265.54,1190.51,0.00,71075.03,3554.46,74629.49,-0.49,74629.00,
"-","-","-","Panaji Navtara",2023-04-04,"AC",510.00,71,40772.30,0.00,0.00,40772.30,2038.85,42811.15,-0.15,42811.00,
"-","-","-","Panaji Navtara",2023-04-04,"TAKE AWAY",75.00,33,7038.30,0.00,0.00,7038.30,351.95,7390.25,-0.25,7390.00,
"-","-","-","Panaji Navtara",2023-04-05,"ZOMATO",157.00,62,13552.61,3332.59,0.00,10220.02,0.00,10220.02,-0.02,10220.00,
"-","-","-","Panaji Navtara",2023-04-05,"SWIGGY",363.00,138,31862.58,7459.39,0.00,24403.19,0.00,24403.19,-0.19,24403.00,
"-","-","-","Panaji Navtara",2023-04-05,"TAKE AWAY",113.00,37,7114.59,0.00,0.00,7114.59,355.72,7470.31,-0.31,7470.00,
