Siolim Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:58 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,Total Tip,Offer Code,
Siolim Navtara,24-25/T1-170401,-,200042343624483,2025-03-04,12:49:17 PM,01:05:30 PM,01:50:00 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,-,
Siolim Navtara,24-25/T1-170408,-,200043171083430,2025-03-04,01:04:18 PM,01:17:20 PM,01:50:07 PM,SWIGGY,NA,-,347.00,59.99,287.01,297.51,10.00,0.25,0.25,0,287.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,298.00,0,-,
Siolim Navtara,24-25/T1-170419,-,200045391079477,2025-03-04,01:40:19 PM,02:10:24 PM,02:37:48 PM,SWIGGY,NA,-,198.00,59.40,138.60,149.10,10.00,0.25,0.25,0,138.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,149.00,0,-,
Siolim Navtara,24-25/T1-170423,-,200046080622683,2025-03-04,01:52:19 PM,01:59:36 PM,02:37:54 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,-,
Siolim Navtara,24-25/T1-170425,-,200046178176189,2025-03-04,01:53:18 PM,01:59:09 PM,02:38:01 PM,SWIGGY,NA,-,217.00,59.99,157.01,167.51,10.00,0.25,0.25,0,157.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,168.00,0,-,
Siolim Navtara,24-25/T1-170428,-,200046271610493,2025-03-04,01:56:18 PM,02:15:58 PM,02:38:08 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,-,
Siolim Navtara,24-25/T1-170430,-,200046512981427,2025-03-04,02:00:18 PM,02:20:14 PM,02:38:22 PM,SWIGGY,NA,-,218.00,59.99,158.00,168.50,10.00,0.25,0.25,64.51,93.50,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,-,
Siolim Navtara,24-25/T1-170433,-,200046956881467,2025-03-04,02:06:20 PM,02:23:31 PM,02:38:34 PM,SWIGGY,NA,-,218.00,59.99,158.00,168.50,10.00,0.25,0.25,0,158.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,-,
Siolim Navtara,24-25/T1-170437,-,200047800623258,2025-03-04,02:20:48 PM,02:31:53 PM,02:54:07 PM,SWIGGY,NA,-,224.00,59.99,164.00,178.75,10.00,0.25,0.25,0,164.01,2.13,2.13,0,0.00,0.25,0,0,0,0,0,0,0,179.00,0,-,
Siolim Navtara,24-25/T1-170439,-,200048545990146,2025-03-04,02:32:48 PM,02:51:14 PM,02:54:12 PM,SWIGGY,NA,-,726.00,0.00,726.00,736.50,10.00,0.25,0.25,0,726.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,737.00,0,-,
