Margao Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:36 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,PhonePe -Offline,Total Tip,Offer Code,
Margao Navtara,24-25/T1-159634,-,200978775259818,2025-03-15,08:57:13 AM,09:15:50 AM,09:27:01 AM,SWIGGY,NA,-,245.00,60.00,185.00,195.50,10.00,0.25,0.25,0,185.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,196.00,0,0,-,
Margao Navtara,24-25/T1-159635,-,200978842711847,2025-03-15,08:58:12 AM,09:06:12 AM,10:02:09 AM,SWIGGY,NA,-,59.00,0.00,59.00,69.50,10.00,0.25,0.25,0,59.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,70.00,0,0,-,
Margao Navtara,24-25/T1-159636,-,200978952568378,2025-03-15,09:00:12 AM,09:11:12 AM,09:27:54 AM,SWIGGY,NA,-,248.00,0.00,248.00,264.95,10.00,0.25,0.25,0,248.00,3.23,3.23,0,0.00,0.05,0,0,0,0,0,0,0,265.00,0,0,-,
Margao Navtara,24-25/T1-159638,-,200979267371868,2025-03-15,09:05:12 AM,09:26:15 AM,10:02:14 AM,SWIGGY,NA,-,216.00,59.99,156.00,167.56,10.00,0.25,0.25,0,156.00,0.53,0.53,0,0.00,0.44,0,0,0,0,0,0,0,168.00,0,0,-,
Margao Navtara,24-25/T1-159642,-,200979783521873,2025-03-15,09:14:12 AM,09:28:39 AM,10:02:20 AM,SWIGGY,NA,-,267.00,59.99,207.00,217.50,10.00,0.25,0.25,0,207.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,218.00,0,0,-,
Margao Navtara,24-25/T1-159644,-,200979820107004,2025-03-15,09:15:14 AM,09:41:46 AM,10:02:27 AM,SWIGGY,NA,-,198.00,59.40,138.60,149.10,10.00,0.25,0.25,0,138.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,149.00,0,0,-,
Margao Navtara,24-25/T1-159647,-,200980384523147,2025-03-15,09:24:14 AM,09:41:59 AM,10:02:31 AM,SWIGGY,NA,-,287.00,59.99,227.00,237.50,10.00,0.25,0.25,0,227.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,238.00,0,0,-,
Margao Navtara,24-25/T1-159648,-,200980525586068,2025-03-15,09:26:12 AM,09:37:27 AM,10:02:37 AM,SWIGGY,NA,-,237.00,60.00,177.00,187.50,10.00,0.25,0.25,0,177.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,188.00,0,0,-,
Margao Navtara,24-25/T1-159649,-,200980523048380,2025-03-15,09:26:14 AM,09:45:22 AM,10:20:57 AM,SWIGGY,NA,-,287.00,59.99,227.00,237.50,10.00,0.25,0.25,0,227.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,238.00,0,0,-,
Margao Navtara,24-25/T1-159654,-,200981397391619,2025-03-15,09:41:13 AM,09:58:24 AM,10:21:05 AM,SWIGGY,NA,-,226.00,59.99,166.00,176.50,10.00,0.25,0.25,86.68,79.33,0,0,0,0.00,0.50,0,0,0,0,0,0,0,177.00,0,0,-,
Margao Navtara,24-25/T1-159660,-,200982389467935,2025-03-15,09:57:13 AM,10:06:27 AM,10:21:09 AM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-159661,-,200982577492945,2025-03-15,10:01:15 AM,10:24:35 AM,10:48:30 AM,SWIGGY,NA,-,317.00,74.99,242.01,252.51,10.00,0.25,0.25,0,242.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,253.00,0,0,-,
Margao Navtara,24-25/T1-159662,-,200982981383599,2025-03-15,10:07:13 AM,10:26:15 AM,10:48:35 AM,SWIGGY,NA,-,317.00,75.00,242.00,252.50,10.00,0.25,0.25,0,242.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,253.00,0,0,-,
Margao Navtara,24-25/T1-159663,-,200983148007459,2025-03-15,10:10:13 AM,10:29:05 AM,10:48:41 AM,SWIGGY,NA,-,276.00,59.99,216.00,226.50,10.00,0.25,0.25,0,216.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,227.00,0,0,-,
Margao Navtara,24-25/T1-159669,-,200984981676227,2025-03-15,10:41:13 AM,10:53:49 AM,11:16:34 AM,SWIGGY,NA,-,307.00,75.00,232.00,242.50,10.00,0.25,0.25,0,232.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,243.00,0,0,-,
Margao Navtara,24-25/T1-159672,-,200985471448160,2025-03-15,10:48:13 AM,10:55:14 AM,11:16:39 AM,SWIGGY,NA,-,79.00,0.00,79.00,89.50,10.00,0.25,0.25,0,79.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,90.00,0,0,-,
Margao Navtara,24-25/T1-159673,-,200985956120879,2025-03-15,10:56:13 AM,11:09:57 AM,12:39:18 PM,SWIGGY,NA,-,238.00,59.99,178.00,188.50,10.00,0.25,0.25,96.48,81.52,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-159678,-,200987620577901,2025-03-15,11:23:43 AM,11:37:37 AM,12:39:23 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,0,168.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-159679,-,200988014739984,2025-03-15,11:30:16 AM,11:49:52 AM,12:39:28 PM,SWIGGY,NA,-,465.00,100.00,365.00,375.50,10.00,0.25,0.25,0,365.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,376.00,0,0,-,
Margao Navtara,24-25/T1-159680,-,200988084575298,2025-03-15,11:32:15 AM,11:49:26 AM,12:39:35 PM,SWIGGY,NA,-,216.00,59.99,156.00,167.56,10.00,0.25,0.25,0,156.00,0.53,0.53,0,0.00,0.44,0,0,0,0,0,0,0,168.00,0,0,-,
Margao Navtara,24-25/T1-159683,-,200989098068911,2025-03-15,11:49:19 AM,12:06:22 PM,12:39:41 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,41.98,106.02,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-159684,-,200989094085983,2025-03-15,11:49:21 AM,12:06:32 PM,12:39:51 PM,SWIGGY,NA,-,197.00,59.09,137.91,148.41,10.00,0.25,0.25,0,137.90,0,0,0,0.00,-0.41,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159685,-,200989720295956,2025-03-15,12:00:25 PM,12:26:44 PM,12:41:35 PM,SWIGGY,NA,-,257.00,59.99,197.01,207.51,10.00,0.25,0.25,68.23,128.78,0,0,0,0.00,0.49,0,0,0,0,0,0,0,208.00,0,0,-,
Margao Navtara,24-25/T1-159686,-,200990108608684,2025-03-15,12:05:26 PM,12:21:48 PM,12:54:41 PM,SWIGGY,NA,-,309.00,60.00,249.00,259.50,10.00,0.25,0.25,0,249.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,260.00,0,0,-,
Margao Navtara,24-25/T1-159688,-,200990135849564,2025-03-15,12:06:26 PM,12:31:43 PM,12:54:58 PM,SWIGGY,NA,-,507.00,59.99,447.01,457.51,10.00,0.25,0.25,0,447.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,458.00,0,0,-,
Margao Navtara,24-25/T1-159710,-,200994779702510,2025-03-15,01:23:32 PM,01:30:34 PM,02:24:24 PM,SWIGGY,NA,-,139.00,0.00,139.00,149.50,10.00,0.25,0.25,0,139.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,150.00,0,0,-,
Margao Navtara,24-25/T1-159715,-,200995995018556,2025-03-15,01:44:35 PM,02:03:45 PM,02:28:19 PM,SWIGGY,NA,-,197.00,59.10,137.90,148.40,10.00,0.25,0.25,41.30,96.60,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159716,-,200996093169225,2025-03-15,01:45:34 PM,02:03:33 PM,02:28:24 PM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-159717,-,200996642114085,2025-03-15,01:54:35 PM,02:06:05 PM,02:28:32 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-159719,-,200997019647577,2025-03-15,02:00:34 PM,02:19:18 PM,04:21:02 PM,SWIGGY,NA,-,209.00,60.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-159722,-,200997320195515,2025-03-15,02:06:34 PM,02:18:15 PM,04:21:09 PM,SWIGGY,NA,-,197.00,59.10,137.90,148.40,10.00,0.25,0.25,124.60,13.30,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159724,-,200997980539211,2025-03-15,02:17:35 PM,02:36:03 PM,04:21:14 PM,SWIGGY,NA,-,238.00,60.00,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-159725,-,200998219458020,2025-03-15,02:21:35 PM,02:35:45 PM,04:21:19 PM,SWIGGY,NA,-,467.00,100.00,367.00,377.50,10.00,0.25,0.25,0,367.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,378.00,0,0,-,
Margao Navtara,24-25/T1-159728,-,200999535053225,2025-03-15,02:43:38 PM,02:51:21 PM,04:21:23 PM,SWIGGY,NA,-,196.00,58.80,137.20,147.70,10.00,0.25,0.25,0,137.20,0,0,0,0.00,0.30,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159730,-,200999778954537,2025-03-15,02:47:36 PM,03:06:11 PM,04:21:27 PM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-159740,-,201006487103347,2025-03-15,04:38:38 PM,04:52:27 PM,06:53:08 PM,SWIGGY,NA,-,594.00,100.00,494.00,504.50,10.00,0.25,0.25,0,494.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,505.00,0,0,-,
Margao Navtara,24-25/T1-159753,-,201011344578862,2025-03-15,05:59:50 PM,06:09:09 PM,06:53:14 PM,SWIGGY,NA,-,207.00,59.99,147.00,157.50,10.00,0.25,0.25,20.59,126.41,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,0,-,
Margao Navtara,24-25/T1-159757,-,201012048112953,2025-03-15,06:11:49 PM,06:24:06 PM,06:53:18 PM,SWIGGY,NA,-,455.00,100.00,355.00,365.50,10.00,0.25,0.25,0,355.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,366.00,0,0,-,
Margao Navtara,24-25/T1-159764,-,201015347108687,2025-03-15,07:05:53 PM,07:12:47 PM,08:30:52 PM,SWIGGY,NA,-,226.00,59.99,166.01,176.51,10.00,0.25,0.25,0,166.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,177.00,0,0,-,
Margao Navtara,24-25/T1-159767,-,201016601286447,2025-03-15,07:27:58 PM,07:37:03 PM,08:30:58 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-159768,-,201017017828061,2025-03-15,07:33:58 PM,07:46:24 PM,08:31:03 PM,SWIGGY,NA,-,386.00,0.00,386.00,396.50,10.00,0.25,0.25,0,386.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,397.00,0,0,-,
Margao Navtara,24-25/T1-159776,-,201019014348357,2025-03-15,08:07:35 PM,08:18:44 PM,09:11:14 PM,SWIGGY,NA,-,149.00,0.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-159777,-,201019095526020,2025-03-15,08:09:34 PM,08:17:43 PM,09:11:19 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-159778,-,201019312124314,2025-03-15,08:12:34 PM,08:24:11 PM,09:11:22 PM,SWIGGY,NA,-,309.00,60.00,249.00,259.50,10.00,0.25,0.25,0,249.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,260.00,0,0,-,
Margao Navtara,24-25/T1-159784,-,201020625063054,2025-03-15,08:34:35 PM,08:46:36 PM,09:11:29 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-159785,-,201020697855736,2025-03-15,08:35:35 PM,08:44:01 PM,09:58:40 PM,SWIGGY,NA,-,278.00,60.00,218.00,228.50,10.00,0.25,0.25,0,218.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,229.00,0,0,-,
Margao Navtara,24-25/T1-159786,-,201020648368931,2025-03-15,08:35:36 PM,08:40:32 PM,09:58:44 PM,SWIGGY,NA,-,196.00,58.80,137.20,147.70,10.00,0.25,0.25,0,137.20,0,0,0,0.00,0.30,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159791,-,201022545652589,2025-03-15,09:06:28 PM,09:13:14 PM,09:58:47 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-159792,-,201022919042717,2025-03-15,09:12:28 PM,09:30:56 PM,10:19:55 PM,SWIGGY,NA,-,532.00,100.00,432.00,442.50,10.00,0.25,0.25,0,432.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,443.00,0,0,-,
Margao Navtara,24-25/T1-159801,-,201026398621792,2025-03-15,10:10:38 PM,10:19:28 PM,10:33:34 PM,SWIGGY,NA,-,198.00,59.40,138.60,149.10,10.00,0.25,0.25,41.30,97.30,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,149.00,0,0,-,
Margao Navtara,24-25/T1-159804,-,201058842771071,2025-03-16,07:11:43 AM,07:31:57 AM,07:50:57 AM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-159807,-,201059198167802,2025-03-16,07:17:43 AM,07:40:06 AM,07:57:19 AM,SWIGGY,NA,-,185.00,55.50,129.50,140.00,10.00,0.25,0.25,40.60,88.90,0,0,0,0.00,0.00,0,0,0,0,0,0,0,140.00,0,0,-,
Margao Navtara,24-25/T1-159810,-,201060301997462,2025-03-16,07:35:43 AM,07:46:22 AM,07:57:25 AM,SWIGGY,NA,-,216.00,60.00,156.00,166.50,10.00,0.25,0.25,0,156.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,167.00,0,0,-,
Margao Navtara,24-25/T1-159815,-,201061190889624,2025-03-16,07:50:43 AM,08:11:50 AM,08:51:23 AM,SWIGGY,NA,-,357.00,75.00,282.00,292.50,10.00,0.25,0.25,0,282.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,293.00,0,0,-,
Margao Navtara,24-25/T1-159825,-,201062709640238,2025-03-16,08:16:46 AM,08:30:55 AM,08:54:26 AM,SWIGGY,NA,-,434.00,74.99,359.01,369.51,10.00,0.25,0.25,0,359.02,0,0,0,0.00,0.49,0,0,0,0,0,0,0,370.00,0,0,-,
Margao Navtara,24-25/T1-159826,-,201062951744609,2025-03-16,08:19:45 AM,08:39:25 AM,09:12:49 AM,SWIGGY,NA,-,374.00,74.99,299.01,309.51,10.00,0.25,0.25,0,299.00,0,0,0,0.00,0.49,0,0,0,0,0,0,0,310.00,0,0,-,
Margao Navtara,24-25/T1-159828,-,201063053074794,2025-03-16,08:21:45 AM,08:30:25 AM,08:54:32 AM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-159830,-,201063361794203,2025-03-16,08:26:46 AM,08:41:48 AM,08:54:38 AM,SWIGGY,NA,-,246.00,59.99,186.01,196.51,10.00,0.25,0.25,29.49,156.51,0,0,0,0.00,0.49,0,0,0,0,0,0,0,197.00,0,0,-,
Margao Navtara,24-25/T1-159831,-,201063515579937,2025-03-16,08:28:45 AM,08:40:57 AM,09:12:53 AM,SWIGGY,NA,-,215.00,59.99,155.00,165.50,10.00,0.25,0.25,69.94,85.08,0,0,0,0.00,0.50,0,0,0,0,0,0,0,166.00,0,0,-,
Margao Navtara,24-25/T1-159834,-,201063790848723,2025-03-16,08:33:45 AM,08:54:50 AM,09:12:58 AM,SWIGGY,NA,-,238.00,59.99,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-159838,-,201064660611724,2025-03-16,08:48:45 AM,09:05:04 AM,09:16:00 AM,SWIGGY,NA,-,198.00,59.40,138.60,149.10,10.00,0.25,0.25,0,138.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,149.00,0,0,-,
Margao Navtara,24-25/T1-159840,-,201065158879341,2025-03-16,08:56:45 AM,09:08:59 AM,09:50:26 AM,SWIGGY,NA,-,684.00,99.98,584.01,594.51,10.00,0.25,0.25,50.38,533.63,0,0,0,0.00,0.49,0,0,0,0,0,0,0,595.00,0,0,-,
Margao Navtara,24-25/T1-159847,-,201066223283978,2025-03-16,09:14:45 AM,09:27:53 AM,09:50:30 AM,SWIGGY,NA,-,236.00,59.99,176.00,186.50,10.00,0.25,0.25,0,176.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,187.00,0,0,-,
Margao Navtara,24-25/T1-159848,-,201066283859904,2025-03-16,09:15:45 AM,09:31:46 AM,09:50:40 AM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-159849,-,201066445497463,2025-03-16,09:17:45 AM,09:36:26 AM,09:50:45 AM,SWIGGY,NA,-,297.00,59.99,237.00,247.50,10.00,0.25,0.25,0,237.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,248.00,0,0,-,
Margao Navtara,24-25/T1-159850,-,201066467668250,2025-03-16,09:18:45 AM,09:31:27 AM,10:02:01 AM,SWIGGY,NA,-,187.00,56.10,130.90,141.40,10.00,0.25,0.25,0,130.90,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-159860,-,201067488897049,2025-03-16,09:35:45 AM,09:50:08 AM,10:03:17 AM,SWIGGY,NA,-,137.00,0.00,137.00,147.50,10.00,0.25,0.25,39.00,98.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,148.00,0,0,-,
Margao Navtara,24-25/T1-159861,-,201067978383273,2025-03-16,09:44:46 AM,09:59:28 AM,10:50:15 AM,SWIGGY,NA,-,307.00,74.99,232.01,242.51,10.00,0.25,0.25,0,232.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,243.00,0,0,-,
Margao Navtara,24-25/T1-159864,-,201068641378169,2025-03-16,09:54:49 AM,10:01:28 AM,10:50:20 AM,SWIGGY,NA,-,87.00,0.00,87.00,97.50,10.00,0.25,0.25,87.00,0,0,0,0,0.00,0.50,0,0,0,0,0,0,0,98.00,0,0,-,
Margao Navtara,24-25/T1-159865,-,201068956656347,2025-03-16,09:59:49 AM,10:35:44 AM,10:50:28 AM,SWIGGY,NA,-,287.00,0.00,287.00,297.50,10.00,0.25,0.25,0,287.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,298.00,0,0,-,
Margao Navtara,24-25/T1-159866,-,201069126864652,2025-03-16,10:02:50 AM,10:16:06 AM,10:50:36 AM,SWIGGY,NA,-,248.00,59.99,188.00,198.50,10.00,0.25,0.25,112.95,75.05,0,0,0,0.00,0.50,0,0,0,0,0,0,0,199.00,0,0,-,
Margao Navtara,24-25/T1-159868,-,201069226564633,2025-03-16,10:04:51 AM,10:24:01 AM,10:50:42 AM,SWIGGY,NA,-,185.00,55.50,129.50,140.00,10.00,0.25,0.25,129.50,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,140.00,0,0,-,
Margao Navtara,24-25/T1-159869,-,-,2025-03-16,10:04:15 AM,10:26:31 AM,10:26:38 AM,SWIGGY,NA,-,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,-,
Margao Navtara,24-25/T1-159870,-,201069332546291,2025-03-16,10:05:51 AM,10:43:50 AM,11:19:10 AM,SWIGGY,NA,-,711.00,99.99,611.01,621.51,10.00,0.25,0.25,0,611.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,622.00,0,0,-,
Margao Navtara,24-25/T1-159883,-,201070443409772,2025-03-16,10:24:51 AM,10:48:06 AM,11:19:21 AM,SWIGGY,NA,-,206.00,59.99,146.01,156.51,10.00,0.25,0.25,0,146.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,157.00,0,0,-,
Margao Navtara,24-25/T1-159887,-,201071958650323,2025-03-16,10:49:52 AM,10:56:39 AM,11:19:26 AM,SWIGGY,NA,-,129.00,0.00,129.00,139.50,10.00,0.25,0.25,0,129.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,140.00,0,0,-,
Margao Navtara,24-25/T1-159890,-,201073012700112,2025-03-16,11:08:55 AM,11:17:55 AM,11:51:49 AM,SWIGGY,NA,-,248.00,59.99,188.00,198.50,10.00,0.25,0.25,0,188.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,199.00,0,0,-,
Margao Navtara,24-25/T1-159891,-,201073673735578,2025-03-16,11:18:56 AM,11:31:13 AM,11:51:55 AM,SWIGGY,NA,-,306.00,59.99,246.00,256.50,10.00,0.25,0.25,0,246.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,257.00,0,0,-,
Margao Navtara,24-25/T1-159892,-,201074707398267,2025-03-16,11:36:00 AM,11:50:24 AM,12:09:25 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,91.79,56.21,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-159900,-,201076821405682,2025-03-16,12:11:06 PM,12:31:56 PM,01:17:59 PM,SWIGGY,NA,-,258.00,60.00,198.00,208.50,10.00,0.25,0.25,99.00,99.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-159902,-,201077484038352,2025-03-16,12:22:08 PM,12:41:14 PM,01:18:30 PM,SWIGGY,NA,-,207.00,59.99,147.00,157.50,10.00,0.25,0.25,69.60,77.41,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,0,-,
Margao Navtara,24-25/T1-159906,-,201078021956464,2025-03-16,12:31:06 PM,12:46:15 PM,01:18:36 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-159908,-,201078093933759,2025-03-16,12:32:08 PM,12:43:41 PM,01:18:46 PM,SWIGGY,NA,-,447.00,75.00,372.00,382.50,10.00,0.25,0.25,0,372.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,383.00,0,0,-,
Margao Navtara,24-25/T1-159913,-,201078680176572,2025-03-16,12:42:06 PM,12:48:35 PM,01:44:12 PM,SWIGGY,NA,-,89.00,0.00,89.00,99.50,10.00,0.25,0.25,0,89.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,100.00,0,0,-,
Margao Navtara,24-25/T1-159916,-,201080029552303,2025-03-16,01:05:07 PM,01:27:50 PM,01:47:33 PM,SWIGGY,NA,-,448.00,75.00,373.00,383.50,10.00,0.25,0.25,0,373.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,384.00,0,0,-,
Margao Navtara,24-25/T1-159918,-,201080729993683,2025-03-16,01:16:07 PM,01:36:54 PM,02:33:09 PM,SWIGGY,NA,-,467.00,100.00,367.00,377.50,10.00,0.25,0.25,0,367.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,378.00,0,0,-,
Margao Navtara,24-25/T1-159920,-,201080976163614,2025-03-16,01:20:07 PM,01:37:32 PM,02:02:22 PM,SWIGGY,NA,-,238.00,60.00,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-159930,-,201082453673428,2025-03-16,01:45:13 PM,01:58:34 PM,02:33:15 PM,SWIGGY,NA,-,288.00,59.99,228.00,238.50,10.00,0.25,0.25,0,228.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,239.00,0,0,-,
Margao Navtara,24-25/T1-159933,-,201082942982370,2025-03-16,01:53:12 PM,02:14:32 PM,02:34:32 PM,SWIGGY,NA,-,198.00,59.40,138.60,149.10,10.00,0.25,0.25,0,138.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,149.00,0,0,-,
Margao Navtara,24-25/T1-159935,-,201083208856603,2025-03-16,01:57:12 PM,02:14:22 PM,02:34:37 PM,SWIGGY,NA,-,1440.00,180.00,1260.00,1270.50,10.00,0.25,0.25,0,1259.99,0,0,0,0.00,0.50,0,0,0,0,0,0,0,1271.00,0,0,-,
Margao Navtara,24-25/T1-159937,-,201083752052066,2025-03-16,02:06:12 PM,02:25:45 PM,03:00:33 PM,SWIGGY,NA,-,497.00,100.00,397.00,407.50,10.00,0.25,0.25,206.09,190.91,0,0,0,0.00,0.50,0,0,0,0,0,0,0,408.00,0,0,-,
Margao Navtara,24-25/T1-159938,-,201083982167701,2025-03-16,02:10:12 PM,02:32:40 PM,03:02:15 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,0,168.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-159939,-,201084092831475,2025-03-16,02:12:12 PM,02:33:01 PM,03:02:19 PM,SWIGGY,NA,-,247.00,59.99,187.00,197.50,10.00,0.25,0.25,0,187.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,198.00,0,0,-,
