  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Charges,Net Sale,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","-","Baga Navtara",2019-10-25,"TAKE AWAY",5.00,1,428.60,0.00,0.00,428.60,21.44,450.04,-0.04,450.00,
"-","-","-","Baga Navtara",2019-10-25,"AC",44.00,5,5581.13,0.00,0.00,5581.13,279.06,5860.19,-0.19,5860.00,
"-","-","-","Baga Navtara",2019-10-26,"NON AC",351.00,60,27792.18,0.00,0.00,27792.18,1389.68,29181.86,0.14,29182.00,
"-","-","-","Baga Navtara",2019-10-26,"TAKE AWAY",19.00,8,1933.43,0.00,0.00,1933.43,96.68,2030.11,-0.11,2030.00,
"-","-","-","Baga Navtara",2019-10-26,"AC",172.00,11,15296.18,0.00,0.00,15296.18,764.88,16061.06,-0.06,16061.00,
"-","-","-","Baga Navtara",2019-10-26,"SWIGGY",17.00,6,1950.00,0.00,0.00,1950.00,97.50,2047.50,0.50,2048.00,
"-","-","-","Baga Navtara",2019-10-27,"NON AC",380.00,65,28230.29,0.00,0.00,28230.29,1411.58,29641.87,0.13,29642.00,
"-","-","-","Baga Navtara",2019-10-27,"SWIGGY",16.00,5,1600.00,0.00,0.00,1600.00,80.00,1680.00,0.00,1680.00,
"-","-","-","Baga Navtara",2019-10-27,"AC",305.00,19,28077.67,0.00,0.00,28077.67,1404.06,29481.73,0.27,29482.00,
"-","-","-","Baga Navtara",2019-10-27,"TAKE AWAY",21.00,10,1733.42,0.00,0.00,1733.42,86.67,1820.09,-0.09,1820.00,
"-","-","-","Baga Navtara",2019-10-28,"NON AC",477.00,67,37373.69,0.00,0.00,37373.69,1868.72,39242.41,-0.41,39242.00,
"-","-","-","Baga Navtara",2019-10-28,"TAKE AWAY",26.00,11,2990.63,0.00,0.00,2990.63,149.53,3140.16,-0.16,3140.00,
"-","-","-","Baga Navtara",2019-10-28,"AC",313.00,26,28087.10,0.00,0.00,28087.10,1404.49,29491.59,0.41,29492.00,
"-","-","-","Baga Navtara",2019-10-29,"NON AC",501.00,77,36221.52,171.43,0.00,36050.09,1802.58,37852.67,0.33,37853.00,
"-","-","-","Baga Navtara",2019-10-29,"AC",455.00,38,40821.11,0.00,0.00,40821.11,2041.29,42862.40,-0.40,42862.00,
"-","-","-","Baga Navtara",2019-10-29,"SWIGGY",6.00,4,650.00,0.00,0.00,650.00,32.50,682.50,0.50,683.00,
"-","-","-","Baga Navtara",2019-10-29,"TAKE AWAY",14.00,5,1114.35,0.00,0.00,1114.35,55.72,1170.07,-0.07,1170.00,
"-","-","-","Baga Navtara",2019-10-30,"SWIGGY",43.00,6,6470.00,0.00,0.00,6470.00,323.50,6793.50,0.50,6794.00,
"-","-","-","Baga Navtara",2019-10-30,"NON AC",652.00,88,49212.63,0.00,0.00,49212.63,2460.68,51673.31,-0.31,51673.00,
"-","-","-","Baga Navtara",2019-10-30,"AC",611.00,54,55917.29,504.78,0.00,55412.51,2770.84,58183.35,-0.35,58183.00,
"-","-","-","Baga Navtara",2019-10-30,"TAKE AWAY",17.00,7,1085.83,0.00,0.00,1085.83,54.29,1140.12,-0.12,1140.00,
"-","-","-","Baga Navtara",2019-10-31,"AC",809.00,64,76984.51,0.00,0.00,76984.51,3849.55,80834.06,-0.06,80834.00,
"-","-","-","Baga Navtara",2019-10-31,"NON AC",678.00,115,56574.53,0.00,0.00,56574.53,2828.75,59403.28,-0.28,59403.00,
"-","-","-","Baga Navtara",2019-10-31,"TAKE AWAY",69.00,12,6181.24,0.00,0.00,6181.24,309.06,6490.30,-0.30,6490.00,
"-","-","-","Baga Navtara",2019-10-31,"SWIGGY",20.00,5,2090.00,0.00,0.00,2090.00,104.50,2194.50,0.50,2195.00,
"-","-","-","Baga Navtara",2019-11-01,"NON AC",919.00,135,66880.73,971.72,0.00,65909.01,3295.61,69204.62,0.38,69205.00,
"-","-","-","Baga Navtara",2019-11-01,"AC",673.00,49,63688.86,0.00,0.00,63688.86,3184.65,66873.51,0.49,66874.00,
"-","-","-","Baga Navtara",2019-11-01,"SWIGGY",13.00,4,1220.00,0.00,0.00,1220.00,61.00,1281.00,0.00,1281.00,
"-","-","-","Baga Navtara",2019-11-01,"TAKE AWAY",8.00,7,733.38,0.00,0.00,733.38,36.69,770.07,-0.07,770.00,
"-","-","-","Baga Navtara",2019-11-02,"NON AC",985.00,143,71442.79,0.00,0.00,71442.79,3572.35,75015.14,-0.14,75015.00,
"-","-","-","Baga Navtara",2019-11-02,"TAKE AWAY",27.00,16,2914.39,0.00,0.00,2914.39,145.71,3060.10,-0.10,3060.00,
"-","-","-","Baga Navtara",2019-11-02,"AC",522.00,41,50745.16,0.00,0.00,50745.16,2537.44,53282.60,0.40,53283.00,
"-","-","-","Baga Navtara",2019-11-02,"SWIGGY",11.00,2,1030.00,0.00,0.00,1030.00,51.50,1081.50,0.50,1082.00,
"-","-","-","Baga Navtara",2019-11-03,"TAKE AWAY",29.00,15,2723.93,0.00,0.00,2723.93,136.18,2860.11,-0.11,2860.00,
"-","-","-","Baga Navtara",2019-11-03,"NON AC",766.00,118,57127.49,0.00,0.00,57127.49,2856.67,59984.16,-0.16,59984.00,
"-","-","-","Baga Navtara",2019-11-03,"AC",571.00,46,53088.40,0.00,0.00,53088.40,2654.65,55743.05,-0.05,55743.00,
"-","-","-","Baga Navtara",2019-11-03,"SWIGGY",12.00,4,1250.00,0.00,0.00,1250.00,62.50,1312.50,0.50,1313.00,
"-","-","-","Baga Navtara",2019-11-04,"TAKE AWAY",34.00,10,2762.05,0.00,0.00,2762.05,138.12,2900.17,-0.17,2900.00,
"-","-","-","Baga Navtara",2019-11-04,"SWIGGY",20.00,7,2580.00,0.00,0.00,2580.00,129.00,2709.00,0.00,2709.00,
"-","-","-","Baga Navtara",2019-11-04,"NON AC",584.00,82,43383.82,0.00,0.00,43383.82,2169.40,45553.22,-0.22,45553.00,
"-","-","-","Baga Navtara",2019-11-04,"AC",421.00,39,40097.48,0.00,0.00,40097.48,2005.03,42102.51,0.49,42103.00,
"-","-","-","Baga Navtara",2019-11-05,"AC",113.00,8,11524.36,0.00,0.00,11524.36,576.24,12100.60,0.40,12101.00,
"-","-","-","Baga Navtara",2019-11-05,"NON AC",178.00,34,12562.78,0.00,0.00,12562.78,628.19,13190.97,0.03,13191.00,
"-","-","-","Baga Navtara",2019-11-05,"TAKE AWAY",3.00,3,133.35,0.00,0.00,133.35,6.67,140.02,-0.02,140.00,
"-","-","-","Baga Navtara",2019-11-06,"NON AC",433.00,68,30592.48,9.53,0.00,30582.95,1529.26,32112.21,-0.21,32112.00,
"-","-","-","Baga Navtara",2019-11-06,"AC",222.00,17,20781.90,0.00,0.00,20781.90,1039.14,21821.04,-0.04,21821.00,
"-","-","-","Baga Navtara",2019-11-06,"SWIGGY",29.00,5,2990.00,0.00,0.00,2990.00,149.50,3139.50,0.50,3140.00,
"-","-","-","Baga Navtara",2019-11-06,"TAKE AWAY",11.00,5,761.98,0.00,0.00,761.98,38.10,800.08,-0.08,800.00,
"-","-","-","Baga Navtara",2019-11-07,"NON AC",409.00,67,31592.53,0.00,0.00,31592.53,1579.64,33172.17,-0.17,33172.00,
"-","-","-","Baga Navtara",2019-11-07,"AC",225.00,16,20267.51,0.00,0.00,20267.51,1013.44,21280.95,0.05,21281.00,
"-","-","-","Baga Navtara",2019-11-07,"TAKE AWAY",18.00,9,1495.33,0.00,0.00,1495.33,74.77,1570.10,-0.10,1570.00,
"-","-","-","Baga Navtara",2019-11-07,"SWIGGY",14.00,6,1520.00,0.00,0.00,1520.00,76.00,1596.00,0.00,1596.00,
"-","-","-","Baga Navtara",2019-11-08,"NON AC",331.00,69,28772.99,0.00,0.00,28772.99,1438.71,30211.70,0.30,30212.00,
"-","-","-","Baga Navtara",2019-11-08,"SWIGGY",10.00,5,920.00,0.00,0.00,920.00,46.00,966.00,0.00,966.00,
"-","-","-","Baga Navtara",2019-11-08,"AC",162.00,12,14934.04,0.00,0.00,14934.04,746.78,15680.82,0.18,15681.00,
"-","-","-","Baga Navtara",2019-11-08,"TAKE AWAY",22.00,12,1914.39,0.00,0.00,1914.39,95.70,2010.09,-0.09,2010.00,
"-","-","-","Baga Navtara",2019-11-09,"NON AC",505.00,71,37516.78,0.00,0.00,37516.78,1875.92,39392.70,0.30,39393.00,
"-","-","-","Baga Navtara",2019-11-09,"AC",239.00,20,23286.87,0.00,0.00,23286.87,1164.44,24451.31,-0.31,24451.00,
"-","-","-","Baga Navtara",2019-11-09,"TAKE AWAY",36.00,10,3609.71,0.00,0.00,3609.71,180.48,3790.19,-0.19,3790.00,
"-","-","-","Baga Navtara",2019-11-10,"NON AC",442.00,85,32335.50,0.00,0.00,32335.50,1616.93,33952.43,-0.43,33952.00,
"-","-","-","Baga Navtara",2019-11-10,"TAKE AWAY",24.00,12,1523.92,0.00,0.00,1523.92,76.22,1600.14,-0.14,1600.00,
"-","-","-","Baga Navtara",2019-11-10,"AC",236.00,16,20486.77,0.00,0.00,20486.77,1024.49,21511.26,-0.26,21511.00,
"-","-","-","Baga Navtara",2019-11-10,"SWIGGY",7.00,3,760.00,0.00,0.00,760.00,38.00,798.00,0.00,798.00,
"-","-","-","Baga Navtara",2019-11-11,"SWIGGY",8.00,3,840.00,0.00,0.00,840.00,42.00,882.00,0.00,882.00,
"-","-","-","Baga Navtara",2019-11-11,"NON AC",455.00,72,34145.00,38.10,0.00,34106.90,1705.47,35812.37,-0.37,35812.00,
"-","-","-","Baga Navtara",2019-11-11,"AC",174.00,15,17381.79,0.00,0.00,17381.79,869.15,18250.94,0.06,18251.00,
"-","-","-","Baga Navtara",2019-11-11,"TAKE AWAY",45.00,10,2619.14,0.00,0.00,2619.14,130.96,2750.10,-0.10,2750.00,
"-","-","-","Baga Navtara",2019-11-12,"NON AC",311.00,64,24115.80,0.00,0.00,24115.80,1205.80,25321.60,0.40,25322.00,
"-","-","-","Baga Navtara",2019-11-12,"TAKE AWAY",65.00,14,5981.26,0.00,0.00,5981.26,299.06,6280.32,-0.32,6280.00,
"-","-","-","Baga Navtara",2019-11-12,"AC",151.00,15,17353.00,0.00,0.00,17353.00,867.67,18220.67,0.33,18221.00,
"-","-","-","Baga Navtara",2019-11-12,"SWIGGY",2.00,1,150.00,0.00,0.00,150.00,7.50,157.50,0.50,158.00,
"-","-","-","Baga Navtara",2019-11-13,"TAKE AWAY",12.00,7,1057.20,0.00,0.00,1057.20,52.86,1110.06,-0.06,1110.00,
"-","-","-","Baga Navtara",2019-11-13,"NON AC",213.00,47,17277.29,38.10,0.00,17239.19,861.99,18101.18,-0.18,18101.00,
"-","-","-","Baga Navtara",2019-11-13,"AC",165.00,14,15467.40,0.00,0.00,15467.40,773.45,16240.85,0.15,16241.00,
"-","-","-","Baga Navtara",2019-11-13,"SWIGGY",18.00,3,1810.00,0.00,0.00,1810.00,90.50,1900.50,0.50,1901.00,
"-","-","-","Baga Navtara",2019-11-14,"TAKE AWAY",21.00,14,2295.37,0.00,0.00,2295.37,114.78,2410.15,-0.15,2410.00,
"-","-","-","Baga Navtara",2019-11-14,"NON AC",228.00,53,17982.01,38.10,0.00,17943.91,897.24,18841.15,-0.15,18841.00,
"-","-","-","Baga Navtara",2019-11-14,"AC",107.00,12,9838.57,0.00,0.00,9838.57,491.99,10330.56,0.44,10331.00,
"-","-","-","Baga Navtara",2019-11-15,"NON AC",319.00,58,23915.84,0.00,0.00,23915.84,1195.86,25111.70,0.30,25112.00,
"-","-","-","Baga Navtara",2019-11-15,"AC",121.00,16,13629.12,0.00,0.00,13629.12,681.54,14310.66,0.34,14311.00,
"-","-","-","Baga Navtara",2019-11-15,"SWIGGY",14.00,3,1230.00,0.00,0.00,1230.00,61.50,1291.50,0.50,1292.00,
"-","-","-","Baga Navtara",2019-11-15,"TAKE AWAY",17.00,2,1609.62,0.00,0.00,1609.62,80.48,1690.10,-0.10,1690.00,
"-","-","-","Baga Navtara",2019-11-16,"TAKE AWAY",6.00,5,466.70,0.00,0.00,466.70,23.34,490.04,-0.04,490.00,
"-","-","-","Baga Navtara",2019-11-16,"NON AC",506.00,89,38945.20,76.20,0.00,38869.00,1943.43,40812.43,-0.43,40812.00,
"-","-","-","Baga Navtara",2019-11-16,"AC",300.00,32,30058.53,0.00,0.00,30058.53,1503.10,31561.63,0.37,31562.00,
"-","-","-","Baga Navtara",2019-11-16,"SWIGGY",13.00,3,1430.00,0.00,0.00,1430.00,71.50,1501.50,0.50,1502.00,
"-","-","-","Baga Navtara",2019-11-17,"SWIGGY",10.00,4,810.00,0.00,0.00,810.00,40.50,850.50,0.50,851.00,
"-","-","-","Baga Navtara",2019-11-17,"NON AC",394.00,72,27125.72,0.00,0.00,27125.72,1356.32,28482.04,-0.04,28482.00,
"-","-","-","Baga Navtara",2019-11-17,"AC",113.00,15,10914.81,0.00,0.00,10914.81,545.80,11460.61,0.39,11461.00,
"-","-","-","Baga Navtara",2019-11-17,"TAKE AWAY",13.00,7,1181.01,0.00,0.00,1181.01,59.06,1240.07,-0.07,1240.00,
"-","-","-","Baga Navtara",2019-11-18,"NON AC",334.00,68,24458.76,0.00,0.00,24458.76,1223.04,25681.80,0.20,25682.00,
"-","-","-","Baga Navtara",2019-11-18,"TAKE AWAY",16.00,8,1276.28,0.00,0.00,1276.28,63.83,1340.11,-0.11,1340.00,
"-","-","-","Baga Navtara",2019-11-18,"AC",248.00,25,22724.96,0.00,0.00,22724.96,1136.37,23861.33,-0.33,23861.00,
"-","-","-","Baga Navtara",2019-11-18,"SWIGGY",13.00,7,1170.00,0.00,0.00,1170.00,58.50,1228.50,0.50,1229.00,
