  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Charges,Net Sale,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","-","Porvorim Navtara",2022-04-01,"NON AC",555.00,120,30516.55,104.78,0.00,30411.77,1520.90,31932.67,0.33,31933.00,
"-","-","-","Porvorim Navtara",2022-04-01,"ZOMATO",166.00,58,12229.05,2808.58,0.00,9420.47,0.00,9420.47,-0.47,9420.00,
"-","-","-","Porvorim Navtara",2022-04-01,"SWIGGY",257.00,108,24153.34,5469.14,0.00,18684.20,0.00,18684.20,-0.20,18684.00,
"-","-","-","Porvorim Navtara",2022-04-01,"AC",298.00,36,21463.12,0.00,0.00,21463.12,1073.28,22536.40,-0.40,22536.00,
"-","-","-","Porvorim Navtara",2022-04-01,"TAKE AWAY",89.00,39,5914.65,0.00,0.00,5914.65,295.74,6210.39,-0.39,6210.00,
"-","-","-","Porvorim Navtara",2022-04-02,"SWIGGY",305.00,122,27895.46,6040.75,0.00,21854.71,0.00,21854.71,0.29,21855.00,
"-","-","-","Porvorim Navtara",2022-04-02,"TAKE AWAY",54.00,24,3705.00,0.00,0.00,3705.00,185.24,3890.24,-0.24,3890.00,
"-","-","-","Porvorim Navtara",2022-04-02,"NON AC",557.00,127,31098.08,142.87,0.00,30955.21,1548.11,32503.32,-0.32,32503.00,
"-","-","-","Porvorim Navtara",2022-04-02,"ZOMATO",205.00,84,17848.27,4354.34,0.00,13493.93,0.00,13493.93,0.07,13494.00,
"-","-","-","Porvorim Navtara",2022-04-02,"AC",496.00,54,34968.31,0.00,0.00,34968.31,1748.70,36717.01,-0.01,36717.00,
"-","-","-","Porvorim Navtara",2022-04-03,"ZOMATO",167.00,65,14295.76,3365.71,0.00,10930.05,0.00,10930.05,-0.05,10930.00,
"-","-","-","Porvorim Navtara",2022-04-03,"SWIGGY",322.00,119,26572.69,6135.61,0.00,20437.08,0.00,20437.08,-0.08,20437.00,
"-","-","-","Porvorim Navtara",2022-04-03,"NON AC",701.00,132,40479.08,0.00,0.00,40479.08,2024.21,42503.29,-0.29,42503.00,
"-","-","-","Porvorim Navtara",2022-04-03,"TAKE AWAY",130.00,42,8667.27,0.00,0.00,8667.27,433.39,9100.66,0.34,9101.00,
"-","-","-","Porvorim Navtara",2022-04-03,"AC",465.00,42,32020.83,0.00,0.00,32020.83,1601.26,33622.09,-0.09,33622.00,
"-","-","-","Porvorim Navtara",2022-04-04,"TAKE AWAY",97.00,38,6271.73,0.00,0.00,6271.73,313.62,6585.35,-0.35,6585.00,
"-","-","-","Porvorim Navtara",2022-04-04,"ZOMATO",137.00,57,11886.19,2911.44,0.00,8974.75,0.00,8974.75,0.25,8975.00,
"-","-","-","Porvorim Navtara",2022-04-04,"SWIGGY",251.00,100,22505.71,4775.42,0.00,17730.29,0.00,17730.29,-0.29,17730.00,
"-","-","-","Porvorim Navtara",2022-04-04,"NON AC",546.00,132,30983.08,390.49,0.00,30592.59,1529.88,32122.47,-0.47,32122.00,
"-","-","-","Porvorim Navtara",2022-04-04,"AC",513.00,38,31935.92,1648.76,0.00,30287.16,1514.55,31801.71,0.29,31802.00,
"-","-","-","Porvorim Navtara",2022-04-05,"TAKE AWAY",74.00,27,6095.48,0.00,0.00,6095.48,304.78,6400.26,-0.26,6400.00,
"-","-","-","Porvorim Navtara",2022-04-05,"SWIGGY",284.00,121,25620.10,6055.72,0.00,19564.38,0.00,19564.38,-0.38,19564.00,
"-","-","-","Porvorim Navtara",2022-04-05,"NON AC",562.00,119,32288.25,76.20,0.00,32212.05,1610.86,33822.91,0.09,33823.00,
"-","-","-","Porvorim Navtara",2022-04-05,"ZOMATO",155.00,57,13143.26,2822.85,0.00,10320.41,0.00,10320.41,-0.41,10320.00,
"-","-","-","Porvorim Navtara",2022-04-05,"AC",317.00,39,23696.40,0.00,0.00,23696.40,1185.04,24881.44,-0.44,24881.00,
"-","-","-","Porvorim Navtara",2022-04-06,"SWIGGY",137.00,61,13076.75,3138.00,0.00,9938.75,0.00,9938.75,0.25,9939.00,
"-","-","-","Porvorim Navtara",2022-04-06,"TAKE AWAY",64.00,24,4685.88,0.00,0.00,4685.88,234.33,4920.21,-0.21,4920.00,
"-","-","-","Porvorim Navtara",2022-04-06,"ZOMATO",73.00,28,5543.08,1408.57,0.00,4134.51,0.00,4134.51,0.49,4135.00,
"-","-","-","Porvorim Navtara",2022-04-06,"NON AC",475.00,105,24782.94,238.12,0.00,24544.82,1227.57,25772.39,-0.39,25772.00,
"-","-","-","Porvorim Navtara",2022-04-06,"AC",308.00,37,22339.17,0.00,0.00,22339.17,1117.15,23456.32,-0.32,23456.00,
