Baga Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.05.01--2025.05.17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-05-22 09:54:57 am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,Total Tip,Offer Code,
Baga Navtara,25-26/T1-4462,-,205418009779899,2025-05-05,06:04:03 PM,06:20:05 PM,06:50:12 PM,SWIGGY,NA,-,269.00,78.00,191.00,201.50,10.00,0.25,0.25,0,191.00,0,0,0.00,0.50,0,0,0,0,0,0,0,202.00,0,-,
Baga Navtara,25-26/T1-4464,-,205419447445239,2025-05-05,06:27:33 PM,06:44:20 PM,06:50:21 PM,SWIGGY,NA,-,278.00,60.00,218.00,228.50,10.00,0.25,0.25,0,218.00,0,0,0.00,0.50,0,0,0,0,0,0,0,229.00,0,-,
Baga Navtara,25-26/T1-4466,-,205420998872417,2025-05-05,06:54:33 PM,07:12:17 PM,07:33:28 PM,SWIGGY,NA,-,556.00,0.00,556.00,573.45,10.00,0.25,0.25,0,556.00,3.48,3.48,0.00,-0.45,0,0,0,0,0,0,0,573.00,0,-,
Baga Navtara,25-26/T1-4467,-,205421739315269,2025-05-05,07:06:33 PM,07:13:58 PM,07:33:36 PM,SWIGGY,NA,-,524.00,100.00,424.00,434.50,10.00,0.25,0.25,0,424.01,0,0,0.00,0.50,0,0,0,0,0,0,0,435.00,0,-,
Baga Navtara,25-26/T1-4468,-,205422154232329,2025-05-05,07:13:33 PM,07:28:04 PM,07:33:44 PM,SWIGGY,NA,-,199.00,59.70,139.30,149.80,10.00,0.25,0.25,0,139.30,0,0,0.00,0.20,0,0,0,0,0,0,0,150.00,0,-,
Baga Navtara,25-26/T1-4469,-,205422581655116,2025-05-05,07:20:33 PM,07:28:12 PM,07:41:15 PM,SWIGGY,NA,-,218.00,71.94,146.06,156.56,10.00,0.25,0.25,106.53,39.53,0,0,0.00,0.44,0,0,0,0,0,0,0,157.00,0,-,
Baga Navtara,25-26/T1-4473,-,205424102043159,2025-05-05,07:45:42 PM,07:59:24 PM,08:34:47 PM,SWIGGY,NA,-,258.00,59.99,198.00,208.50,10.00,0.25,0.25,0,198.01,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,-,
Baga Navtara,25-26/T1-4474,-,205424042953808,2025-05-05,07:45:43 PM,07:54:57 PM,08:47:06 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,-,
Baga Navtara,25-26/T1-4478,-,205425487592034,2025-05-05,08:08:41 PM,09:37:39 PM,09:40:24 PM,SWIGGY,NA,-,760.00,0.00,760.00,770.50,10.00,0.25,0.25,0,760.00,0,0,0.00,0.50,0,0,0,0,0,0,0,771.00,0,-,
Baga Navtara,25-26/T1-4480,-,205426557801934,2025-05-05,08:26:41 PM,08:38:18 PM,09:40:32 PM,SWIGGY,NA,-,239.00,78.00,161.00,171.50,10.00,0.25,0.25,0,161.00,0,0,0.00,0.50,0,0,0,0,0,0,0,172.00,0,-,
Baga Navtara,25-26/T1-4481,-,205426725553661,2025-05-05,08:29:41 PM,08:45:34 PM,09:42:00 PM,SWIGGY,NA,-,228.00,75.24,152.76,163.26,10.00,0.25,0.25,0,152.76,0,0,0.00,-0.26,0,0,0,0,0,0,0,163.00,0,-,
Baga Navtara,25-26/T1-4482,-,205427071399059,2025-05-05,08:35:43 PM,08:53:13 PM,09:42:08 PM,SWIGGY,NA,-,278.00,78.00,200.00,210.50,10.00,0.25,0.25,0,200.00,0,0,0.00,0.50,0,0,0,0,0,0,0,211.00,0,-,
Baga Navtara,25-26/T1-4486,-,205428344206392,2025-05-05,08:56:43 PM,09:17:46 PM,09:42:18 PM,SWIGGY,NA,-,238.00,78.00,160.00,170.50,10.00,0.25,0.25,0,160.01,0,0,0.00,0.50,0,0,0,0,0,0,0,171.00,0,-,
Baga Navtara,25-26/T1-4488,-,205428456850344,2025-05-05,08:58:43 PM,09:17:32 PM,09:43:26 PM,SWIGGY,NA,-,269.00,78.00,191.00,201.50,10.00,0.25,0.25,0,191.00,0,0,0.00,0.50,0,0,0,0,0,0,0,202.00,0,-,
Baga Navtara,25-26/T1-4489,-,205429190556617,2025-05-05,09:10:43 PM,09:20:02 PM,10:16:28 PM,SWIGGY,NA,-,249.00,78.00,171.00,181.50,10.00,0.25,0.25,0,171.00,0,0,0.00,0.50,0,0,0,0,0,0,0,182.00,0,-,
Baga Navtara,25-26/T1-4490,-,205429711939366,2025-05-05,09:19:43 PM,09:41:33 PM,10:17:27 PM,SWIGGY,NA,-,228.00,75.23,152.76,163.26,10.00,0.25,0.25,73.03,79.73,0,0,0.00,-0.26,0,0,0,0,0,0,0,163.00,0,-,
Baga Navtara,25-26/T1-4493,-,205430889413702,2025-05-05,09:38:44 PM,09:49:32 PM,10:29:38 PM,SWIGGY,NA,-,247.00,40.00,207.00,217.50,10.00,0.25,0.25,0,207.00,0,0,0.00,0.50,0,0,0,0,0,0,0,218.00,0,-,
Baga Navtara,25-26/T1-4494,-,205430891681447,2025-05-05,09:39:43 PM,09:57:10 PM,10:31:26 PM,SWIGGY,NA,-,227.00,59.99,167.00,177.50,10.00,0.25,0.25,0,167.01,0,0,0.00,0.50,0,0,0,0,0,0,0,178.00,0,-,
Baga Navtara,25-26/T1-4495,-,205433062122060,2025-05-05,10:14:43 PM,10:27:45 PM,11:16:33 PM,SWIGGY,NA,-,228.00,75.23,152.76,163.26,10.00,0.25,0.25,0,152.76,0,0,0.00,-0.26,0,0,0,0,0,0,0,163.00,0,-,
Baga Navtara,25-26/T1-4497,-,205433446034153,2025-05-05,10:21:44 PM,10:58:36 PM,11:16:45 PM,SWIGGY,NA,-,467.00,99.99,367.01,377.51,10.00,0.25,0.25,0,367.02,0,0,0.00,0.49,0,0,0,0,0,0,0,378.00,0,-,
